user_id,level,perseverance,lang_pref,tag_pref
1,0.7259786476609971,0.9834061825013666,"{""C"": 0.2111111111111111, ""C++"": 0.2111111111111111, ""GO"": 0.2222222222222222, ""JAVA"": 0.1, ""JS"": 0.07777777777777778, ""Python"": 0.17777777777777778}","{""array_string"": 0.32575757575757575, ""hash_map"": 0.007575757575757576, ""two_pointers_sliding"": 0.022727272727272728, ""stack_queue"": 0.03787878787878788, ""tree"": 0.007575757575757576, ""graph"": 0.06818181818181818, ""dfs_bfs"": 0.06060606060606061, ""dp"": 0.09848484848484848, ""greedy_sorting"": 0.11363636363636363, ""binary_search"": 0.007575757575757576, ""math_bit"": 0.25}"
2,0.11497326202901142,0.9967279256622561,"{""C"": 0.07407407407407407, ""C++"": 0.10185185185185185, ""GO"": 0.06481481481481481, ""JAVA"": 0.16666666666666666, ""JS"": 0.4351851851851852, ""Python"": 0.1574074074074074}","{""array_string"": 0.2926829268292683, ""hash_map"": 0.024390243902439025, ""two_pointers_sliding"": 0.012195121951219513, ""stack_queue"": 0.006097560975609756, ""linked_list"": 0.012195121951219513, ""tree"": 0.012195121951219513, ""graph"": 0.054878048780487805, ""dfs_bfs"": 0.06707317073170732, ""dp"": 0.12195121951219512, ""greedy_sorting"": 0.15853658536585366, ""binary_search"": 0.024390243902439025, ""math_bit"": 0.21341463414634146}"
3,0.24786324785618621,1.0,"{""C"": 0.20833333333333334, ""C++"": 0.14583333333333334, ""GO"": 0.23958333333333334, ""JAVA"": 0.22916666666666666, ""JS"": 0.09375, ""Python"": 0.08333333333333333}","{""array_string"": 0.272108843537415, ""hash_map"": 0.013605442176870748, ""two_pointers_sliding"": 0.006802721088435374, ""stack_queue"": 0.04081632653061224, ""tree"": 0.02040816326530612, ""graph"": 0.034013605442176874, ""dfs_bfs"": 0.05442176870748299, ""dp"": 0.14285714285714285, ""greedy_sorting"": 0.12244897959183673, ""binary_search"": 0.013605442176870748, ""math_bit"": 0.2789115646258503}"
4,0.7562189054538254,0.9905535790921256,"{""C"": 0.23, ""C++"": 0.06, ""GO"": 0.06, ""JAVA"": 0.32, ""JS"": 0.28, ""Python"": 0.05}","{""array_string"": 0.2716049382716049, ""hash_map"": 0.006172839506172839, ""stack_queue"": 0.006172839506172839, ""tree"": 0.012345679012345678, ""graph"": 0.07407407407407407, ""dfs_bfs"": 0.08641975308641975, ""dp"": 0.15432098765432098, ""greedy_sorting"": 0.1111111111111111, ""binary_search"": 0.024691358024691357, ""math_bit"": 0.25308641975308643}"
5,0.5148514851357711,0.9834061825013666,"{""C"": 0.23076923076923078, ""C++"": 0.21153846153846154, ""GO"": 0.028846153846153848, ""JAVA"": 0.11538461538461539, ""JS"": 0.19230769230769232, ""Python"": 0.22115384615384615}","{""array_string"": 0.2469879518072289, ""hash_map"": 0.024096385542168676, ""two_pointers_sliding"": 0.018072289156626505, ""stack_queue"": 0.006024096385542169, ""tree"": 0.030120481927710843, ""graph"": 0.07228915662650602, ""dfs_bfs"": 0.0963855421686747, ""dp"": 0.12650602409638553, ""greedy_sorting"": 0.12048192771084337, ""binary_search"": 0.030120481927710843, ""math_bit"": 0.2289156626506024}"
6,0.5315533980453506,0.9834061825013666,"{""C"": 0.05263157894736842, ""C++"": 0.16666666666666666, ""GO"": 0.02631578947368421, ""JAVA"": 0.21052631578947367, ""JS"": 0.2719298245614035, ""Python"": 0.2719298245614035}","{""array_string"": 0.22988505747126436, ""hash_map"": 0.034482758620689655, ""two_pointers_sliding"": 0.022988505747126436, ""stack_queue"": 0.005747126436781609, ""linked_list"": 0.011494252873563218, ""tree"": 0.022988505747126436, ""graph"": 0.07471264367816093, ""dfs_bfs"": 0.11494252873563218, ""dp"": 0.10919540229885058, ""greedy_sorting"": 0.1206896551724138, ""binary_search"": 0.011494252873563218, ""math_bit"": 0.2413793103448276}"
7,0.7734939758849761,0.9834061825013666,"{""C"": 0.1320754716981132, ""C++"": 0.16037735849056603, ""GO"": 0.2358490566037736, ""JAVA"": 0.07547169811320754, ""JS"": 0.24528301886792453, ""Python"": 0.1509433962264151}","{""array_string"": 0.23809523809523808, ""hash_map"": 0.005952380952380952, ""two_pointers_sliding"": 0.005952380952380952, ""stack_queue"": 0.011904761904761904, ""tree"": 0.017857142857142856, ""graph"": 0.05357142857142857, ""dfs_bfs"": 0.08928571428571429, ""dp"": 0.1130952380952381, ""greedy_sorting"": 0.17261904761904762, ""binary_search"": 0.011904761904761904, ""math_bit"": 0.27976190476190477}"
8,0.5205479451912179,0.9834061825013666,"{""C"": 0.2524271844660194, ""C++"": 0.23300970873786409, ""GO"": 0.038834951456310676, ""JAVA"": 0.06796116504854369, ""JS"": 0.2524271844660194, ""Python"": 0.1553398058252427}","{""array_string"": 0.25153374233128833, ""hash_map"": 0.024539877300613498, ""two_pointers_sliding"": 0.012269938650306749, ""stack_queue"": 0.006134969325153374, ""tree"": 0.03680981595092025, ""graph"": 0.04294478527607362, ""dfs_bfs"": 0.06134969325153374, ""dp"": 0.12883435582822086, ""greedy_sorting"": 0.1411042944785276, ""binary_search"": 0.012269938650306749, ""math_bit"": 0.2822085889570552}"
9,0.6507537688278706,0.9834061825013666,"{""C"": 0.30303030303030304, ""C++"": 0.09090909090909091, ""GO"": 0.2828282828282828, ""JAVA"": 0.020202020202020204, ""JS"": 0.13131313131313133, ""Python"": 0.1717171717171717}","{""array_string"": 0.23076923076923078, ""hash_map"": 0.03550295857988166, ""two_pointers_sliding"": 0.023668639053254437, ""stack_queue"": 0.011834319526627219, ""tree"": 0.01775147928994083, ""graph"": 0.07100591715976332, ""dfs_bfs"": 0.09467455621301775, ""dp"": 0.15384615384615385, ""greedy_sorting"": 0.14792899408284024, ""math_bit"": 0.21301775147928995}"
10,0.34843205573698843,1.0,"{""C"": 0.16666666666666666, ""C++"": 0.11904761904761904, ""GO"": 0.21428571428571427, ""JAVA"": 0.13095238095238096, ""JS"": 0.047619047619047616, ""Python"": 0.32142857142857145}","{""array_string"": 0.29457364341085274, ""hash_map"": 0.05426356589147287, ""two_pointers_sliding"": 0.015503875968992248, ""stack_queue"": 0.007751937984496124, ""tree"": 0.015503875968992248, ""graph"": 0.06201550387596899, ""dfs_bfs"": 0.11627906976744186, ""dp"": 0.07751937984496124, ""greedy_sorting"": 0.13178294573643412, ""binary_search"": 0.023255813953488372, ""math_bit"": 0.20155038759689922}"
11,0.5552941176339932,0.9895613124274362,"{""C"": 0.034482758620689655, ""C++"": 0.07758620689655173, ""GO"": 0.27586206896551724, ""JAVA"": 0.25, ""JS"": 0.25, ""Python"": 0.11206896551724138}","{""array_string"": 0.27472527472527475, ""hash_map"": 0.04395604395604396, ""two_pointers_sliding"": 0.016483516483516484, ""stack_queue"": 0.005494505494505495, ""linked_list"": 0.005494505494505495, ""tree"": 0.01098901098901099, ""graph"": 0.06043956043956044, ""dfs_bfs"": 0.07142857142857142, ""dp"": 0.15384615384615385, ""greedy_sorting"": 0.10989010989010989, ""binary_search"": 0.02197802197802198, ""math_bit"": 0.22527472527472528}"
12,0.2593984962308497,0.9922458075002133,"{""C"": 0.24691358024691357, ""C++"": 0.24691358024691357, ""GO"": 0.3333333333333333, ""JAVA"": 0.024691358024691357, ""JS"": 0.06172839506172839, ""Python"": 0.08641975308641975}","{""array_string"": 0.2833333333333333, ""hash_map"": 0.03333333333333333, ""two_pointers_sliding"": 0.025, ""stack_queue"": 0.016666666666666666, ""graph"": 0.06666666666666667, ""dfs_bfs"": 0.058333333333333334, ""dp"": 0.075, ""greedy_sorting"": 0.16666666666666666, ""binary_search"": 0.016666666666666666, ""math_bit"": 0.25833333333333336}"
13,0.6004728132245751,0.9834061825013666,"{""C"": 0.11607142857142858, ""C++"": 0.16964285714285715, ""GO"": 0.20535714285714285, ""JAVA"": 0.13392857142857142, ""JS"": 0.16964285714285715, ""Python"": 0.20535714285714285}","{""array_string"": 0.25555555555555554, ""hash_map"": 0.022222222222222223, ""two_pointers_sliding"": 0.016666666666666666, ""stack_queue"": 0.011111111111111112, ""tree"": 0.022222222222222223, ""graph"": 0.06111111111111111, ""dfs_bfs"": 0.06666666666666667, ""dp"": 0.13333333333333333, ""greedy_sorting"": 0.15555555555555556, ""binary_search"": 0.022222222222222223, ""math_bit"": 0.23333333333333334}"
14,0.7480719794152167,0.9834061825013666,"{""C"": 0.2545454545454545, ""C++"": 0.2545454545454545, ""GO"": 0.08181818181818182, ""JAVA"": 0.18181818181818182, ""JS"": 0.15454545454545454, ""Python"": 0.07272727272727272}","{""array_string"": 0.25146198830409355, ""hash_map"": 0.011695906432748537, ""two_pointers_sliding"": 0.03508771929824561, ""stack_queue"": 0.005847953216374269, ""tree"": 0.005847953216374269, ""graph"": 0.03508771929824561, ""dfs_bfs"": 0.06432748538011696, ""dp"": 0.12280701754385964, ""greedy_sorting"": 0.1111111111111111, ""binary_search"": 0.023391812865497075, ""math_bit"": 0.3333333333333333}"
15,0.49090909089634005,0.9903438746763016,"{""C"": 0.2621359223300971, ""C++"": 0.2621359223300971, ""GO"": 0.13592233009708737, ""JAVA"": 0.0970873786407767, ""JS"": 0.07766990291262135, ""Python"": 0.1650485436893204}","{""array_string"": 0.2916666666666667, ""hash_map"": 0.041666666666666664, ""two_pointers_sliding"": 0.011904761904761904, ""stack_queue"": 0.011904761904761904, ""graph"": 0.047619047619047616, ""dfs_bfs"": 0.07738095238095238, ""dp"": 0.13095238095238096, ""greedy_sorting"": 0.13095238095238096, ""binary_search"": 0.023809523809523808, ""math_bit"": 0.23214285714285715}"
16,0.8097982708700346,0.9834061825013666,"{""C"": 0.0967741935483871, ""C++"": 0.22580645161290322, ""GO"": 0.45161290322580644, ""JAVA"": 0.13978494623655913, ""JS"": 0.053763440860215055, ""Python"": 0.03225806451612903}","{""array_string"": 0.2535211267605634, ""hash_map"": 0.007042253521126761, ""two_pointers_sliding"": 0.014084507042253521, ""stack_queue"": 0.007042253521126761, ""tree"": 0.007042253521126761, ""graph"": 0.07042253521126761, ""dfs_bfs"": 0.1267605633802817, ""dp"": 0.1267605633802817, ""greedy_sorting"": 0.09154929577464789, ""binary_search"": 0.014084507042253521, ""math_bit"": 0.28169014084507044}"
17,0.903973509903842,0.9834061825013666,"{""C"": 0.11494252873563218, ""C++"": 0.3563218390804598, ""GO"": 0.22988505747126436, ""JAVA"": 0.11494252873563218, ""JS"": 0.011494252873563218, ""Python"": 0.1724137931034483}","{""array_string"": 0.30344827586206896, ""hash_map"": 0.034482758620689655, ""two_pointers_sliding"": 0.020689655172413793, ""stack_queue"": 0.006896551724137931, ""graph"": 0.041379310344827586, ""dfs_bfs"": 0.07586206896551724, ""dp"": 0.04827586206896552, ""greedy_sorting"": 0.16551724137931034, ""binary_search"": 0.006896551724137931, ""math_bit"": 0.296551724137931}"
18,0.20111731843013642,0.998419605380976,"{""C"": 0.08333333333333333, ""C++"": 0.14583333333333334, ""GO"": 0.4166666666666667, ""JAVA"": 0.21875, ""JS"": 0.052083333333333336, ""Python"": 0.08333333333333333}","{""array_string"": 0.22875816993464052, ""hash_map"": 0.0392156862745098, ""two_pointers_sliding"": 0.013071895424836602, ""stack_queue"": 0.0196078431372549, ""linked_list"": 0.006535947712418301, ""graph"": 0.058823529411764705, ""dfs_bfs"": 0.06535947712418301, ""dp"": 0.12418300653594772, ""greedy_sorting"": 0.13725490196078433, ""binary_search"": 0.013071895424836602, ""math_bit"": 0.29411764705882354}"
19,0.6461988303904621,0.9904123953699796,"{""C"": 0.11764705882352941, ""C++"": 0.3431372549019608, ""GO"": 0.058823529411764705, ""JAVA"": 0.11764705882352941, ""JS"": 0.1568627450980392, ""Python"": 0.20588235294117646}","{""array_string"": 0.25161290322580643, ""hash_map"": 0.04516129032258064, ""two_pointers_sliding"": 0.0064516129032258064, ""stack_queue"": 0.01935483870967742, ""linked_list"": 0.0064516129032258064, ""tree"": 0.01935483870967742, ""graph"": 0.07096774193548387, ""dfs_bfs"": 0.09032258064516129, ""dp"": 0.08387096774193549, ""greedy_sorting"": 0.16129032258064516, ""binary_search"": 0.0064516129032258064, ""math_bit"": 0.23870967741935484}"
20,0.3787878787764004,0.9834061825013666,"{""C"": 0.16853932584269662, ""C++"": 0.2247191011235955, ""GO"": 0.2808988764044944, ""JAVA"": 0.0449438202247191, ""JS"": 0.1797752808988764, ""Python"": 0.10112359550561797}","{""array_string"": 0.22058823529411764, ""hash_map"": 0.051470588235294115, ""two_pointers_sliding"": 0.014705882352941176, ""tree"": 0.029411764705882353, ""graph"": 0.058823529411764705, ""dfs_bfs"": 0.08823529411764706, ""dp"": 0.09558823529411764, ""greedy_sorting"": 0.10294117647058823, ""binary_search"": 0.014705882352941176, ""math_bit"": 0.3235294117647059}"
21,0.7161290322349636,0.9834061825013666,"{""C"": 0.25, ""C++"": 0.20238095238095238, ""GO"": 0.2261904761904762, ""JAVA"": 0.07142857142857142, ""JS"": 0.17857142857142858, ""Python"": 0.07142857142857142}","{""array_string"": 0.26865671641791045, ""hash_map"": 0.014925373134328358, ""two_pointers_sliding"": 0.007462686567164179, ""stack_queue"": 0.014925373134328358, ""tree"": 0.022388059701492536, ""graph"": 0.04477611940298507, ""dfs_bfs"": 0.05223880597014925, ""dp"": 0.16417910447761194, ""greedy_sorting"": 0.08955223880597014, ""binary_search"": 0.04477611940298507, ""math_bit"": 0.27611940298507465}"
22,0.42090395479037,0.9834061825013666,"{""C"": 0.1188118811881188, ""C++"": 0.2079207920792079, ""GO"": 0.27722772277227725, ""JAVA"": 0.019801980198019802, ""JS"": 0.1782178217821782, ""Python"": 0.19801980198019803}","{""array_string"": 0.3, ""hash_map"": 0.0125, ""two_pointers_sliding"": 0.00625, ""stack_queue"": 0.025, ""linked_list"": 0.00625, ""tree"": 0.01875, ""graph"": 0.05625, ""dfs_bfs"": 0.08125, ""dp"": 0.0875, ""greedy_sorting"": 0.13125, ""binary_search"": 0.0125, ""math_bit"": 0.2625}"
23,0.8882681563997692,0.9834061825013666,"{""C"": 0.15306122448979592, ""C++"": 0.14285714285714285, ""GO"": 0.2857142857142857, ""JAVA"": 0.05102040816326531, ""JS"": 0.12244897959183673, ""Python"": 0.24489795918367346}","{""array_string"": 0.2532467532467532, ""hash_map"": 0.025974025974025976, ""two_pointers_sliding"": 0.025974025974025976, ""stack_queue"": 0.012987012987012988, ""tree"": 0.01948051948051948, ""graph"": 0.05844155844155844, ""dfs_bfs"": 0.05844155844155844, ""dp"": 0.11688311688311688, ""greedy_sorting"": 0.09090909090909091, ""binary_search"": 0.025974025974025976, ""math_bit"": 0.3116883116883117}"
